a.id,a.pageRankScore,a.communityId
4878,0.31100480346575293,1137
5680,2.0746422489755196,5925
7723,1.2142772107684774,5925
9796,2.981729855948484,2491
8248,1.0407695937358876,8355
8942,0.5419843612006671,2491
8436,0.7818936861836486,4569
3980,0.4508289900089934,1633
4563,0.24129265243729558,9764
9963,2.933759647410208,5925
9054,1.0018171631627055,7569
9990,6.408454966589105,7569
9781,3.960297033057587,1137
560,0.42910192301383693,7569
682,1.5653935163062358,1137
1235,0.3368335602071579,8802
810,0.46809691342505805,7569
3633,0.34499406517349496,2491
4634,0.36330919107292226,5925
1109,0.3247164516888931,9956
4748,0.2382710697422345,8802
9026,6.803118065969347,9956
8820,2.001279790447543,2182
9773,5.63373006600969,2816
8421,1.4309241148526317,4889
9034,2.2795011521459165,7569
9695,2.596048337289249,2491
4158,0.3696379843650648,8655
8328,0.7294266170775455,7569
7768,0.6473816298918874,7569
9729,2.5172481263122877,2851
9014,2.0073844165019206,8655
1135,1.1229731581209697,1633
8750,9.933836842975213,9876
9960,40.395204409901424,4889
6450,1.55882006334908,4889
9168,3.1103241750912622,8403
4419,1.6447896314911359,9764
3332,0.37413872767173645,1137
9724,1.7145716363620458,490
9388,11.748911152523817,2491
1414,0.5639193845593184,7569
7871,1.014688817472553,7569
5739,1.1068005904368006,8802
7808,5.283490877496405,9876
8156,1.6905363396664057,9764
6929,0.6882435694111199,8403
9961,12.927374920865834,2816
2202,0.559932296370604,7569
6315,0.4244966712108631,7569
9948,2.2933633914584166,7569
1558,1.068422085248034,4081
4375,0.24814865804969974,8802
3333,0.48468822935027106,1137
7822,0.403009660461937,1137
5797,0.6246094860904094,5925
7877,0.7355274625258358,7569
1738,0.28144515107381646,7569
9389,7.396775572131213,1633
7044,3.5107527292749756,7569
2667,7.157551553895668,4759
9761,2.4187382871867342,1633
9190,1.038691235145842,5925
9314,1.2016850217433208,5925
7080,0.5948153388523907,8802
4521,0.40141458211133,7569
9538,0.9465481948579997,4759
9970,10.889030751051836,7569
9531,4.440218697276044,490
8860,1.8016865827238373,2491
6596,0.9403556001413397,4889
3880,0.828820216520916,9764
9437,1.1125627092012849,1137
8763,0.7132878195660053,6321
9731,1.3081803755233068,4889
5576,0.5365262842851523,4569
797,0.25743983666620157,9956
6678,0.27950036991188887,2851
9958,4.121799954512866,2816
8308,1.0128187422924608,9764
902,0.18091824272519716,8802
4471,0.7351801487516769,7569
5320,0.9290844779158229,8802
9147,4.378874764252477,5925
6928,8.671721122892516,2816
9213,2.542966799352039,2816
5382,2.8125682976488044,3293
4031,0.35148025559523216,8802
5011,0.285606463261624,7569
9789,2.3966630266144997,5925
8170,0.6489334559367874,2491
8828,0.526790706206459,7569
8099,4.975487509329956,7569
8864,1.2952413509042553,7569
6588,0.5093755512797774,2816
7274,3.1833092307466733,2182
212,0.5520969565825208,1633
9997,12.758016317985037,5925
8208,0.8722400870332726,7569
7865,0.4974132196296232,490
7092,0.7677199276255477,7569
7968,0.6771029868820676,9956
6371,0.5461550452910315,4889
8294,0.7119476061682013,7569
4639,1.577662483721585,1137
6362,2.9786880780847653,4889
9156,0.8205387342089573,2491
872,0.5901358076015605,7569
7597,0.5464472912986371,2816
8117,0.49896245543927475,5925
2873,0.2442036597253035,6321
8986,0.9334227807856037,1633
4970,1.2881741555383812,4889
9901,3.686947259728228,4569
6274,6.588463348261894,7569
907,1.186500185505493,9956
9651,1.9048706929483075,4569
8523,0.9516813344849426,8355
3670,0.752867469840513,7569
9874,2.204342548971156,1633
7699,1.0022144287000132,490
7864,0.8141394381791817,1137
9820,4.2454448152823865,7569
2743,0.9738604978045725,2816
5819,1.4374560781832686,5925
2993,0.45930012824215044,5925
6744,0.648796993235616,2851
4279,0.5908120925022792,7569
3753,0.556925651746553,4759
7935,0.5768275243089775,4081
3406,1.3984944703305235,490
6496,1.1796101166474935,2182
8474,1.3327147077125465,9764
9520,23.308408143845863,490
8332,5.938376044110492,7569
8344,5.358732720023238,9876
543,0.4832941302147455,7569
6373,0.8927028608263233,7569
8343,2.845552933060056,2182
9278,6.57892427255979,4889
9563,1.7680330084225437,2491
9811,1.7325649821673934,9876
2593,0.2786302495048117,7569
6845,0.39859279500142775,7569
8519,0.5384348580428202,8655
2427,7.05189129807847,5925
7939,2.24315292429399,2182
7156,2.267741675338827,2491
1224,1.6157217690406858,490
4474,1.964136036475778,1137
9822,3.859529910385486,9876
7336,1.5093642864916303,8802
9417,2.48723089776279,1137
2938,1.3627756255102546,490
2308,1.2746793438165924,8355
9991,13.988057341676113,7569
7136,0.9912310239169848,4569
3620,0.7715697526008115,2491
9126,0.7340946989412629,9764
2211,0.29004936188703734,9876
9039,1.168000799089145,1137
6095,0.5028827945270191,7569
2666,0.9856167639256612,4889
8456,0.9262461784848005,8802
9969,3.5550447506965006,5925
8218,0.46547977117166095,7569
7161,0.4467185929429088,4759
9959,4.650715510043305,2816
2506,0.35449114316195285,2816
3923,0.3531929884677436,7569
8674,1.358212879651253,7569
9023,2.3290161805114096,2851
9882,3.950418839703228,4889
